ID,Name,CountryCode,District,Population
2687,"Tierra Blanca",MEX,Veracruz,89143
2686,"El Fuerte",MEX,Sinaloa,89556
2685,Pánuco,MEX,Veracruz,90551
2684,Matamoros,MEX,"Coahuila de Zaragoza",91858
2683,Temixco,MEX,Morelos,92686
2682,Tultepec,MEX,México,93364
2681,Salvatierra,MEX,Guanajuato,94322
2680,Tantoyuca,MEX,Veracruz,94709
2679,Tejupilco,MEX,México,94934
2678,"San Felipe",MEX,Guanajuato,95305
2677,"Santiago Ixcuintla",MEX,Nayarit,95311
2676,"José Azueta",MEX,Guerrero,95448
2675,"San Luis de la Paz",MEX,Guanajuato,96763
2674,Cosoleacaque,MEX,Veracruz,97199
2673,"Las Margaritas",MEX,Chiapas,97389
2672,Tecomán,MEX,Colima,99296
2671,Lerma,MEX,México,99714
2670,"San Pedro Cholula",MEX,Puebla,99734
2669,Zumpango,MEX,México,99781
2668,"Taxco de Alarcón",MEX,Guerrero,99907
2667,"San Francisco del Rincón",MEX,Guanajuato,100149
2666,"Hidalgo del Parral",MEX,Chihuahua,100881
2665,"Chilapa de Alvarez",MEX,Guerrero,102716
2664,Temapache,MEX,Veracruz,102824
2663,"Río Bravo",MEX,Tamaulipas,103901
2662,Cunduacán,MEX,Tabasco,104164
2661,"Comitán de Domínguez",MEX,Chiapas,104986
2660,"Los Cabos",MEX,"Baja California Sur",105199
2659,Hidalgo,MEX,"Michoacán de Ocampo",106198
2658,"Huejutla de Reyes",MEX,Hidalgo,108017
2657,Guadalupe,MEX,Zacatecas,108881
2656,Acuña,MEX,"Coahuila de Zaragoza",110388
2655,Acámbaro,MEX,Guanajuato,110487
2654,"Almoloya de Juárez",MEX,México,110550
2653,Lerdo,MEX,Durango,112272
2652,"El Mante",MEX,Tamaulipas,112453
2651,Ixtlahuaca,MEX,México,115548
2650,Delicias,MEX,Chihuahua,116132
2649,Atlixco,MEX,Puebla,117019
2648,Apatzingán,MEX,"Michoacán de Ocampo",117849
2647,Orizaba,MEX,Veracruz,118488
2646,"Martínez de la Torre",MEX,Veracruz,118815
2645,"Tepatitlán de Morelos",MEX,Jalisco,118948
2644,"San Martín Texmelucan",MEX,Puebla,121093
2643,Zinacantepec,MEX,México,121715
2642,"Tulancingo de Bravo",MEX,Hidalgo,121946
2641,"Tlajomulco de Zúñiga",MEX,Jalisco,123220
2640,Zacatecas,MEX,Zacatecas,123700
2639,"Iguala de la Independencia",MEX,Guerrero,123883
2638,Manzanillo,MEX,Colima,124014
2637,Cuauhtémoc,MEX,Chihuahua,124279
2636,"San Pedro Garza García",MEX,"Nuevo León",126147
2635,Túxpam,MEX,Veracruz,126475
2634,Altamira,MEX,Tamaulipas,127490
2633,"Piedras Negras",MEX,"Coahuila de Zaragoza",127898
2632,"Lagos de Moreno",MEX,Jalisco,127949
2631,"Dolores Hidalgo",MEX,Guanajuato,128675
2630,Colima,MEX,Colima,129454
2629,Guaymas,MEX,Sonora,130108
2628,"Valle de Santiago",MEX,Guanajuato,130557
2627,"San Cristóbal de las Casas",MEX,Chiapas,132317
2626,"San Juan Bautista Tuxtepec",MEX,Oaxaca,133675
2625,Macuspana,MEX,Tabasco,133795
2624,Silao,MEX,Guanajuato,134037
2623,Allende,MEX,Guanajuato,134645
2622,"Boca del Río",MEX,Veracruz-Llave,135721
2621,Zitácuaro,MEX,"Michoacán de Ocampo",137970
2620,Navojoa,MEX,Sonora,140495
2619,Guanajuato,MEX,Guanajuato,141215
2618,"San Andrés Tuxtla",MEX,Veracruz,142251
2617,Pénjamo,MEX,Guanajuato,143927
2616,"San Luis Río Colorado",MEX,Sonora,145276
2615,Navolato,MEX,Sinaloa,145396
2614,"Ciudad Valles",MEX,"San Luis Potosí",146411
2613,"Poza Rica de Hidalgo",MEX,Veracruz,152678
2612,Minatitlán,MEX,Veracruz,152983
2611,Cuautla,MEX,Morelos,153132
2610,Huimanguillo,MEX,Tabasco,158335
2609,Nogales,MEX,Sonora,159103
2608,Zamora,MEX,"Michoacán de Ocampo",161191
2607,Comalcalco,MEX,Tabasco,164640
2606,Papantla,MEX,Veracruz,170123
2605,Jiutepec,MEX,Morelos,170428
2604,"Lázaro Cárdenas",MEX,"Michoacán de Ocampo",170878
2603,Carmen,MEX,Campeche,171367
2602,Ocosingo,MEX,Chiapas,171495
2601,Tecámac,MEX,México,172410
2600,Córdoba,MEX,Veracruz,176952
2599,"San Felipe del Progreso",MEX,México,177330
2598,"San Juan del Río",MEX,Querétaro,179300
2597,"Soledad de Graciano Sánchez",MEX,"San Luis Potosí",179956
2596,"Ciudad Madero",MEX,Tamaulipas,182012
2595,Fresnillo,MEX,Zacatecas,182744
2594,"Puerto Vallarta",MEX,Jalisco,183741
2593,"Chilpancingo de los Bravo",MEX,Guerrero,192509
2592,Huixquilucan,MEX,México,193156
2591,Monclova,MEX,"Coahuila de Zaragoza",193657
2590,Metepec,MEX,México,194265
2589,"La Paz",MEX,"Baja California Sur",196708
2588,Texcoco,MEX,México,203681
2587,"Othón P. Blanco (Chetumal)",MEX,"Quintana Roo",208014
2586,"La Paz",MEX,México,213045
2585,Campeche,MEX,Campeche,216735
2584,Cárdenas,MEX,Tabasco,216903
2583,Chalco,MEX,México,222201
2582,Tehuacán,MEX,Puebla,225943
2581,"Santa Catarina",MEX,"Nuevo León",226573
2580,Salamanca,MEX,Guanajuato,226864
2579,"General Escobedo",MEX,"Nuevo León",232961
2578,"Pachuca de Soto",MEX,Hidalgo,244688
2577,"Coacalco de Berriozábal",MEX,México,252270
2576,"Oaxaca de Juárez",MEX,Oaxaca,256848
2575,Victoria,MEX,Tamaulipas,262686
2574,Uruapan,MEX,"Michoacán de Ocampo",265211
2573,Coatzacoalcos,MEX,Veracruz,267037
2572,"Nicolás Romero",MEX,México,269393
2571,Tapachula,MEX,Chiapas,271141
2570,"Gómez Palacio",MEX,Durango,272806
2569,Guasave,MEX,Sinaloa,277201
2568,Apodaca,MEX,"Nuevo León",282941
2567,Ixtapaluca,MEX,México,293160
2566,Tampico,MEX,Tamaulipas,294789
2565,Tepic,MEX,Nayarit,305025
2564,"Nuevo Laredo",MEX,Tamaulipas,310277
2563,"Valle de Chalco Solidaridad",MEX,México,323113
2562,Tonalá,MEX,Jalisco,336109
2561,Cuernavaca,MEX,Morelos,337966
2560,Cajeme,MEX,Sonora,355679
2559,Ahome,MEX,Sinaloa,358663
2558,Ensenada,MEX,"Baja California",369573
2557,Mazatlán,MEX,Sinaloa,380265
2556,Celaya,MEX,Guanajuato,382140
2555,Xalapa,MEX,Veracruz,390058
2554,Matamoros,MEX,Tamaulipas,416428
2553,"Benito Juárez",MEX,"Quintana Roo",419276
2552,Reynosa,MEX,Tamaulipas,419776
2551,Tultitlán,MEX,México,432411
2550,"Tuxtla Gutiérrez",MEX,Chiapas,433544
2549,Irapuato,MEX,Guanajuato,440039
2548,"Cuautitlán Izcalli",MEX,México,452976
2547,Veracruz,MEX,Veracruz,457119
2546,"Atizapán de Zaragoza",MEX,México,467262
2545,Tlaquepaque,MEX,Jalisco,475472
2544,Chimalhuacán,MEX,México,490245
2543,Durango,MEX,Durango,490524
2542,"San Nicolás de los Garza",MEX,"Nuevo León",495540
2541,"Centro (Villahermosa)",MEX,Tabasco,519873
2540,Torreón,MEX,"Coahuila de Zaragoza",529093
2539,Saltillo,MEX,"Coahuila de Zaragoza",577352
2538,Hermosillo,MEX,Sonora,608697
2537,Morelia,MEX,"Michoacán de Ocampo",619958
2536,Querétaro,MEX,"Querétaro de Arteaga",639839
2535,Aguascalientes,MEX,Aguascalientes,643360
2534,Toluca,MEX,México,665617
2533,Guadalupe,MEX,"Nuevo León",668780
2532,"San Luis Potosí",MEX,"San Luis Potosí",669353
2531,Chihuahua,MEX,Chihuahua,670208
2530,Mérida,MEX,Yucatán,703324
2529,"Tlalnepantla de Baz",MEX,México,720755
2528,"Acapulco de Juárez",MEX,Guerrero,721011
2527,Culiacán,MEX,Sinaloa,744859
2526,Mexicali,MEX,"Baja California",764902
2525,"Naucalpan de Juárez",MEX,México,857511
2524,Zapopan,MEX,Jalisco,1002239
2523,Monterrey,MEX,"Nuevo León",1108499
2522,León,MEX,Guanajuato,1133576
2521,Tijuana,MEX,"Baja California",1212232
2520,Juárez,MEX,Chihuahua,1217818
2519,Nezahualcóyotl,MEX,México,1224924
2518,Puebla,MEX,Puebla,1346176
2517,"Ecatepec de Morelos",MEX,México,1620303
2516,Guadalajara,MEX,Jalisco,1647720
2515,"Ciudad de México",MEX,"Distrito Federal",8591309
