ID,Name,CountryCode,District,Population
3482,Mukatševe,UKR,Taka-Karpatia,89000
3481,Brovary,UKR,Kiova,89000
3480,Uman,UKR,Tšerkasy,90000
3479,Šostka,UKR,Sumy,90000
3478,Izmajil,UKR,Odesa,90000
3477,Berdytšiv,UKR,Zytomyr,90000
3476,Kostjantynivka,UKR,Donetsk,95000
3475,Konotop,UKR,Sumy,96000
3474,Oleksandrija,UKR,Kirovograd,99000
3473,Stahanov,UKR,Lugansk,101000
3472,"Krasnyi Lutš",UKR,Lugansk,101000
3471,Jenakijeve,UKR,Donetsk,105000
3470,Kamjanets-Podilskyi,UKR,Hmelnytskyi,109000
3469,Jevpatorija,UKR,Krim,112000
3468,Lysytšansk,UKR,Lugansk,116000
3467,Altševsk,UKR,Lugansk,119000
3466,Uzgorod,UKR,Taka-Karpatia,127000
3465,Slovjansk,UKR,Donetsk,127000
3464,Sjeverodonetsk,UKR,Lugansk,127000
3463,Pavlograd,UKR,Dnipropetrovsk,127000
3462,Berdjansk,UKR,Zaporizzja,130000
3461,Nikopol,UKR,Dnipropetrovsk,149000
3460,Kertš,UKR,Krim,162000
3459,Melitopol,UKR,Zaporizzja,169000
3458,Kramatorsk,UKR,Donetsk,186000
3457,"Bila Tserkva",UKR,Kiova,215000
3456,Lutsk,UKR,Volynia,217000
3455,Ternopil,UKR,Ternopil,236000
3454,Ivano-Frankivsk,UKR,Ivano-Frankivsk,237000
3453,Krementšuk,UKR,Pultava,239000
3452,Rivne,UKR,Rivne,245000
3451,Tšernivtsi,UKR,Tšernivtsi,259000
3450,Hmelnytskyi,UKR,Hmelnytskyi,262000
3449,Kirovograd,UKR,Kirovograd,265000
3448,Dniprodzerzynsk,UKR,Dnipropetrovsk,270000
3447,Sumy,UKR,Sumy,294000
3446,Zytomyr,UKR,Zytomyr,297000
3445,Gorlivka,UKR,Donetsk,299000
3444,Tšerkasy,UKR,Tšerkasy,309000
3443,Tšernigiv,UKR,Tšernigiv,313000
3442,"Pultava [Poltava]",UKR,Pultava,313000
3441,Simferopol,UKR,Krim,339000
3440,Sevastopol,UKR,Krim,348000
3439,Herson,UKR,Herson,353000
3438,Makijivka,UKR,Donetsk,384000
3437,Vinnytsja,UKR,Vinnytsja,391000
3436,Lugansk,UKR,Lugansk,469000
3435,Mariupol,UKR,Donetsk,490000
3434,Mykolajiv,UKR,Mykolajiv,508000
3433,"Kryvyi Rig",UKR,Dnipropetrovsk,703000
3432,Lviv,UKR,Lviv,788000
3431,Zaporizzja,UKR,Zaporizzja,848000
3430,Odesa,UKR,Odesa,1011000
3429,Donetsk,UKR,Donetsk,1050000
3428,Dnipropetrovsk,UKR,Dnipropetrovsk,1103000
3427,"Harkova [Harkiv]",UKR,Harkova,1500000
3426,Kyiv,UKR,Kiova,2624000
