ID,Name,CountryCode,District,Population
3888,Yonkers,USA,"New York",196086
3914,Worcester,USA,Massachusetts,172648
3899,Winston-Salem,USA,"North Carolina",185776
4018,"Wichita Falls",USA,Texas,104197
3842,Wichita,USA,Kansas,344284
4033,Westminster,USA,Colorado,100940
4004,"West Valley City",USA,Utah,108896
4017,"West Covina",USA,California,105080
4010,Waterbury,USA,Connecticut,107271
3813,Washington,USA,"District of Columbia",572059
3948,Warren,USA,Michigan,138247
3993,Waco,USA,Texas,113726
4057,Visalia,USA,California,91762
3830,"Virginia Beach",USA,Virginia,425257
3939,Vancouver,USA,Washington,143560
3985,Vallejo,USA,California,116760
3835,Tulsa,USA,Oklahoma,393049
3822,Tucson,USA,Arizona,486699
3949,Torrance,USA,California,137946
3972,Topeka,USA,Kansas,122377
3848,Toledo,USA,Ohio,313619
3984,"Thousand Oaks",USA,California,117005
3919,Tempe,USA,Arizona,158625
3849,Tampa,USA,Florida,303447
3928,Tallahassee,USA,Florida,150624
3891,Tacoma,USA,Washington,193556
3935,Syracuse,USA,"New York",147306
4043,"Sunrise Manor",USA,Nevada,95362
3955,Sunnyvale,USA,California,131760
3862,Stockton,USA,California,243771
3969,"Sterling Heights",USA,Michigan,124471
3983,Stamford,USA,Connecticut,117083
3998,Springfield,USA,Illinois,111454
3924,Springfield,USA,Massachusetts,152082
3925,Springfield,USA,Missouri,151580
3889,Spokane,USA,Washington,195629
4008,"South Bend",USA,Indiana,107789
3970,"Sioux Falls",USA,"South Dakota",123975
3999,"Simi Valley",USA,California,111351
3880,Shreveport,USA,Louisiana,200145
3816,Seattle,USA,Washington,563374
3878,Scottsdale,USA,Arizona,202705
3956,Savannah,USA,Georgia,131510
3934,"Santa Rosa",USA,California,147595
4060,"Santa Monica",USA,California,91084
3926,"Santa Clarita",USA,California,151088
4025,"Santa Clara",USA,California,102361
3843,"Santa Ana",USA,California,337977
4030,Sandy,USA,Utah,101853
4056,"San Mateo",USA,California,91799
3803,"San Jose",USA,California,894943
3805,"San Francisco",USA,California,776733
3799,"San Diego",USA,California,1223400
4034,"San Buenaventura",USA,California,100916
3900,"San Bernardino",USA,California,185401
3801,"San Antonio",USA,Texas,1144646
3903,"Salt Lake City",USA,Utah,181743
3927,Salinas,USA,California,151060
3952,Salem,USA,Oregon,136924
3860,"Saint Petersburg",USA,Florida,248232
3851,"Saint Paul",USA,Minnesota,287151
3841,"Saint Louis",USA,Missouri,348189
3832,Sacramento,USA,California,407018
3929,Rockford,USA,Illinois,150115
3871,Rochester,USA,"New York",219773
4050,Roanoke,USA,Virginia,93357
3859,Riverside,USA,California,255166
4047,Richmond,USA,California,94100
3887,Richmond,USA,Virginia,197790
3904,Reno,USA,Nevada,180480
3961,"Rancho Cucamonga",USA,California,127743
3854,Raleigh,USA,"North Carolina",276093
4029,Pueblo,USA,Colorado,102121
4016,Provo,USA,Utah,105166
3912,Providence,USA,"Rhode Island",173618
4035,Portsmouth,USA,Virginia,100565
3820,Portland,USA,Oregon,529121
3930,Pomona,USA,California,149473
3870,Plano,USA,Texas,222030
3844,Pittsburgh,USA,Pennsylvania,334563
3798,Phoenix,USA,Arizona,1321045
3797,Philadelphia,USA,Pennsylvania,1517550
3996,Peoria,USA,Illinois,112936
4007,Peoria,USA,Arizona,108364
3951,"Pembroke Pines",USA,Florida,137427
3932,Paterson,USA,"New Jersey",149222
3943,Pasadena,USA,California,141674
3953,Pasadena,USA,Texas,133936
3967,Paradise,USA,Nevada,124682
3986,Palmdale,USA,California,116670
3915,Oxnard,USA,California,170358
3933,"Overland Park",USA,Kansas,149080
3897,Orlando,USA,Florida,185951
3958,Orange,USA,California,128821
3921,Ontario,USA,California,158007
3836,Omaha,USA,Nebraska,390007
3821,"Oklahoma City",USA,Oklahoma,506132
4064,Odessa,USA,Texas,89293
3918,Oceanside,USA,California,161029
3833,Oakland,USA,California,399484
4022,Norwalk,USA,California,103298
3990,"North Las Vegas",USA,Nevada,115488
4046,Norman,USA,Oklahoma,94193
3865,Norfolk,USA,Virginia,234403
3905,"Newport News",USA,Virginia,180150
3855,Newark,USA,"New Jersey",273546
3793,"New York",USA,"New York",8008278
3823,"New Orleans",USA,Louisiana,484674
3971,"New Haven",USA,Connecticut,123626
4044,"New Bedford",USA,Massachusetts,94780
3814,Nashville-Davidson,USA,Tennessee,569891
3959,Naperville,USA,Illinois,128358
3942,"Moreno Valley",USA,California,142381
3879,Montgomery,USA,Alabama,201568
3894,Modesto,USA,California,188856
3884,Mobile,USA,Alabama,198915
4041,"Mission Viejo",USA,California,98049
3837,Minneapolis,USA,Minnesota,382618
3811,Milwaukee,USA,Wisconsin,596974
4039,Midland,USA,Texas,98293
4042,"Miami Beach",USA,Florida,97855
3839,Miami,USA,Florida,362470
3931,Metairie,USA,Louisiana,149428
3968,Mesquite,USA,Texas,124523
3834,Mesa,USA,Arizona,396375
3810,Memphis,USA,Tennessee,650100
4013,McAllen,USA,Texas,106414
4011,Manchester,USA,"New Hampshire",107006
3875,Madison,USA,Wisconsin,208054
3994,Macon,USA,Georgia,113336
3882,Lubbock,USA,Texas,199564
4015,Lowell,USA,Massachusetts,105167
3858,Louisville,USA,Kentucky,256231
3794,"Los Angeles",USA,California,3694820
3826,"Long Beach",USA,California,461522
4036,Livonia,USA,Michigan,100545
3902,"Little Rock",USA,Arkansas,183133
3868,Lincoln,USA,Nebraska,225581
3856,Lexington-Fayette,USA,Kentucky,260512
3824,"Las Vegas",USA,Nevada,478434
3907,Laredo,USA,Texas,176576
3979,Lansing,USA,Michigan,119128
3980,Lancaster,USA,California,118718
3938,Lakewood,USA,Colorado,144126
4000,Lafayette,USA,Louisiana,110257
3910,Knoxville,USA,Tennessee,173890
4062,Kenosha,USA,Wisconsin,89447
3828,"Kansas City",USA,Missouri,441545
3936,"Kansas City",USA,Kansas,146866
4014,Joliet,USA,Illinois,106221
3864,"Jersey City",USA,"New Jersey",240055
3806,Jacksonville,USA,Florida,735167
3901,Jackson,USA,Mississippi,184256
3892,Irving,USA,Texas,191615
3940,Irvine,USA,California,143072
3997,Inglewood,USA,California,112580
3804,Indianapolis,USA,Indiana,791926
3995,Independence,USA,Missouri,113288
3920,Huntsville,USA,Alabama,158216
3893,"Huntington Beach",USA,California,189594
3796,Houston,USA,Texas,1953631
3838,Honolulu,USA,Hawaii,371657
3947,Hollywood,USA,Florida,139357
3867,Hialeah,USA,Florida,226419
3908,Henderson,USA,Nevada,175381
3944,Hayward,USA,California,140030
3975,Hartford,USA,Connecticut,121578
3937,Hampton,USA,Virginia,146437
3869,Greensboro,USA,"North Carolina",223891
4026,"Green Bay",USA,Wisconsin,102313
3886,"Grand Rapids",USA,Michigan,197800
3962,"Grand Prairie",USA,Texas,127427
3890,Glendale,USA,California,194973
3872,Glendale,USA,Arizona,218812
4001,Gilbert,USA,Arizona,109697
4023,Gary,USA,Indiana,102746
3874,Garland,USA,Texas,215768
3917,"Garden Grove",USA,California,165196
4053,Gainesville,USA,Florida,92291
3964,Fullerton,USA,California,126003
3829,Fresno,USA,California,427652
3877,Fremont,USA,California,203413
3819,"Fort Worth",USA,Texas,534694
3876,"Fort Wayne",USA,Indiana,205727
3923,"Fort Lauderdale",USA,Florida,152397
3981,"Fort Collins",USA,Colorado,118652
3957,Fontana,USA,California,128929
3966,Flint,USA,Michigan,124943
3976,Fayetteville,USA,"North Carolina",121015
4061,"Fall River",USA,Massachusetts,90555
4054,Fairfield,USA,California,92256
3974,Evansville,USA,Indiana,121582
3950,Eugene,USA,Oregon,137893
3954,Escondido,USA,California,133559
4019,Erie,USA,Pennsylvania,103717
3978,Elizabeth,USA,"New Jersey",120568
