ID,Name,CountryCode,District,Population
3683,Abakan,RUS,Hakassia,169200
3699,Almetjevsk,RUS,Tatarstan,140700
3654,Angarsk,RUS,Irkutsk,264700
3757,Anzero-Sudzensk,RUS,Kemerovo,96100
3628,Arkangeli,RUS,Arkangeli,361800
3686,Armavir,RUS,Krasnodar,164900
3727,Arzamas,RUS,"Nizni Novgorod",110700
3614,Astrahan,RUS,Astrahan,486100
3714,Atšinsk,RUS,Krasnojarsk,121600
3668,Balakovo,RUS,Saratov,206000
3704,Balašiha,RUS,Moskova,132900
3754,Balašov,RUS,Saratov,97100
3604,Barnaul,RUS,Altai,580100
3752,Bataisk,RUS,Rostov-na-Donu,97300
3633,Belgorod,RUS,Belgorod,342000
3680,Berezniki,RUS,Perm,181900
3662,Bijsk,RUS,Altai,225000
3664,Blagoveštšensk,RUS,Amur,222000
3649,Bratsk,RUS,Irkutsk,277600
3619,Brjansk,RUS,Brjansk,457400
3758,Bugulma,RUS,Tatarstan,94100
3763,Derbent,RUS,Dagestan,92300
3701,Dimitrovgrad,RUS,Uljanovsk,137000
3650,Dzerzinsk,RUS,"Nizni Novgorod",277100
3695,Elektrostal,RUS,Moskova,147000
3739,Elista,RUS,Kalmykia,103300
3676,Engels,RUS,Saratov,189000
3732,Glazov,RUS,Udmurtia,106300
3678,Grozny,RUS,Tšetšenia,186000
3601,Habarovsk,RUS,Habarovsk,609400
3703,Himki,RUS,Moskova,133700
3603,Irkutsk,RUS,Irkutsk,593700
3617,Ivanovo,RUS,Ivanovo,459200
3598,Izevsk,RUS,Udmurtia,652800
3672,Jakutsk,RUS,"Saha (Jakutia)",195400
3600,Jaroslavl,RUS,Jaroslavl,616700
3584,Jekaterinburg,RUS,Sverdlovsk,1266300
3718,Jelets,RUS,Lipetsk,119400
3749,Jessentuki,RUS,Stavropol,97900
3655,Joškar-Ola,RUS,Marinmaa,249200
3681,Juzno-Sahalinsk,RUS,Sahalin,179200
3623,Kaliningrad,RUS,Kaliningrad,424400
3634,Kaluga,RUS,Kaluga,339300
3675,Kamensk-Uralski,RUS,Sverdlovsk,190600
3711,Kamyšin,RUS,Volgograd,124600
3731,Kansk,RUS,Krasnojarsk,107400
3587,Kazan,RUS,Tatarstan,1101000
3613,Kemerovo,RUS,Kemerovo,492700
3746,Kinešma,RUS,Ivanovo,100000
3616,Kirov,RUS,Kirov,466200
3764,Kirovo-Tšepetsk,RUS,Kirov,91600
3728,Kiseljovsk,RUS,Kemerovo,110000
3717,Kislovodsk,RUS,Stavropol,120400
3766,Klin,RUS,Moskova,90000
3694,Kolomna,RUS,Moskova,150700
3697,Kolpino,RUS,Pietari,141200
3644,Komsomolsk-na-Amure,RUS,Habarovsk,291600
3707,Korolev,RUS,Moskova,132400
3645,Kostroma,RUS,Kostroma,288100
3689,Kovrov,RUS,Vladimir,159900
3599,Krasnodar,RUS,Krasnodar,639000
3765,Krasnogorsk,RUS,Moskova,91000
3594,Krasnojarsk,RUS,Krasnojarsk,875500
3627,Kurgan,RUS,Kurgan,364700
3621,Kursk,RUS,Kursk,443500
3747,Kuznetsk,RUS,Penza,98200
3742,Kyzyl,RUS,Tyva,101100
3724,Leninsk-Kuznetski,RUS,Kemerovo,113800
3609,Lipetsk,RUS,Lipetsk,521000
3687,Ljubertsy,RUS,Moskova,163900
3715,Magadan,RUS,Magadan,121000
3622,Magnitogorsk,RUS,Tšeljabinsk,427900
3636,Mahatškala,RUS,Dagestan,332800
3684,Maikop,RUS,Adygea,167300
3737,Mezduretšensk,RUS,Kemerovo,104400
3685,Miass,RUS,Tšeljabinsk,166200
3716,Mitšurinsk,RUS,Tambov,120700
3580,Moscow,RUS,"Moscow (City)",8389200
3625,Murmansk,RUS,Murmansk,376300
3696,Murom,RUS,Vladimir,142400
3693,Mytištši,RUS,Moskova,155700
3610,"Nabereznyje Tšelny",RUS,Tatarstan,514700
3690,Nahodka,RUS,Primorje,157700
3659,Naltšik,RUS,Kabardi-Balkaria,233400
3751,Neftejugansk,RUS,Hanti-Mansia,97400
3723,Neftekamsk,RUS,Baškortostan,115700
3705,Nevinnomyssk,RUS,Stavropol,132600
3663,Niznekamsk,RUS,Tatarstan,223400
3658,Niznevartovsk,RUS,Hanti-Mansia,233900
3583,"Nizni Novgorod",RUS,"Nizni Novgorod",1357000
3624,"Nizni Tagil",RUS,Sverdlovsk,390900
3720,Noginsk,RUS,Moskova,117200
3753,Nojabrsk,RUS,"Yamalin Nenetsia",97300
3698,Norilsk,RUS,Krasnojarsk,140800
3722,Novokuibyševsk,RUS,Samara,116200
3605,Novokuznetsk,RUS,Kemerovo,561600
3700,Novomoskovsk,RUS,Tula,138100
3669,Novorossijsk,RUS,Krasnodar,203300
3582,Novosibirsk,RUS,Novosibirsk,1398800
3729,Novotroitsk,RUS,Orenburg,109600
3712,Novotšeboksarsk,RUS,Tšuvassia,123400
3679,Novotšerkassk,RUS,Rostov-na-Donu,184400
3760,Novouralsk,RUS,Sverdlovsk,93300
3740,Novošahtinsk,RUS,Rostov-na-Donu,101900
3768,"Novyi Urengoi",RUS,"Yamalin Nenetsia",89800
3730,Obninsk,RUS,Kaluga,108300
3709,Odintsovo,RUS,Moskova,127400
3725,Oktjabrski,RUS,Baškortostan,111500
3586,Omsk,RUS,Omsk,1148900
3710,Orehovo-Zujevo,RUS,Moskova,124900
3608,Orenburg,RUS,Orenburg,523600
3631,Orjol,RUS,Orjol,344500
3652,Orsk,RUS,Orenburg,273900
3606,Penza,RUS,Penza,532200
3591,Perm,RUS,Perm,1009700
3702,Pervouralsk,RUS,Sverdlovsk,136100
3674,Petropavlovsk-Kamtšatski,RUS,Kamtšatka,194100
3648,Petroskoi,RUS,Karjala,282100
3670,Pihkova,RUS,Pihkova,201500
3706,Pjatigorsk,RUS,Stavropol,132500
3673,Podolsk,RUS,Moskova,194300
3657,Prokopjevsk,RUS,Kemerovo,237300
3761,Puškin,RUS,Pietari,92900
3607,Rjazan,RUS,Rjazan,529900
3590,Rostov-na-Donu,RUS,Rostov-na-Donu,1012700
3688,Rubtsovsk,RUS,Altai,162600
3656,Rybinsk,RUS,Jaroslavl,239600
3692,Salavat,RUS,Baškortostan,156800
3585,Samara,RUS,Samara,1156100
3638,Saransk,RUS,Mordva,314800
3734,Sarapul,RUS,Udmurtia,105700
3595,Saratov,RUS,Saratov,874000
3726,"Sergijev Posad",RUS,Moskova,111100
3743,Serov,RUS,Sverdlovsk,100400
3708,Serpuhov,RUS,Moskova,132000
3661,Severodvinsk,RUS,Arkangeli,229300
3719,Seversk,RUS,Tomsk,118600
3630,Smolensk,RUS,Smolensk,353400
3733,Solikamsk,RUS,Perm,106000
3629,Sotši,RUS,Krasnodar,358600
3581,"St Petersburg",RUS,Pietari,4694000
3666,"Staryi Oskol",RUS,Belgorod,213800
3632,Stavropol,RUS,Stavropol,343300
3653,Sterlitamak,RUS,Baškortostan,265200
3651,Surgut,RUS,Hanti-Mansia,274900
3660,Syktyvkar,RUS,Komi,229700
3677,Syzran,RUS,Samara,186900
3647,Taganrog,RUS,Rostov-na-Donu,284400
3639,Tambov,RUS,Tambov,312000
3612,Tjumen,RUS,Tjumen,503400
3750,Tobolsk,RUS,Tjumen,97600
3596,Toljatti,RUS,Samara,722900
3615,Tomsk,RUS,Tomsk,482100
3611,Tula,RUS,Tula,506100
3620,Tver,RUS,Tver,454900
3767,Tšaikovski,RUS,Perm,90000
3618,Tšeboksary,RUS,Tšuvassia,459200
3589,Tšeljabinsk,RUS,Tšeljabinsk,1083200
3637,Tšerepovets,RUS,Vologda,324400
3713,Tšerkessk,RUS,Karatšai-Tšerkessia,121700
3641,Tšita,RUS,Tšita,309900
3588,Ufa,RUS,Baškortostan,1091200
3748,Uhta,RUS,Komi,98000
3626,Ulan-Ude,RUS,Burjatia,370400
3597,Uljanovsk,RUS,Uljanovsk,667400
3738,Usolje-Sibirskoje,RUS,Irkutsk,103500
3691,Ussurijsk,RUS,Primorje,157300
3735,Ust-Ilimsk,RUS,Irkutsk,105200
3643,"Veliki Novgorod",RUS,Novgorod,299500
3721,"Velikije Luki",RUS,Pihkova,116300
3640,Vladikavkaz,RUS,"North Ossetia-Alania",310100
3635,Vladimir,RUS,Vladimir,337100
3602,Vladivostok,RUS,Primorje,606200
3682,Volgodonsk,RUS,Rostov-na-Donu,178200
3592,Volgograd,RUS,Volgograd,993400
3642,Vologda,RUS,Vologda,302500
3646,Volzski,RUS,Volgograd,286900
3762,Vorkuta,RUS,Komi,92600
3593,Voronez,RUS,Voronez,907700
3741,Votkinsk,RUS,Udmurtia,101700
3744,Zelenodolsk,RUS,Tatarstan,100200
3667,Zelenograd,RUS,"Moscow (City)",207100
3745,Zeleznodoroznyi,RUS,Moskova,100100
3759,Zeleznogorsk,RUS,Krasnojarsk,94000
3755,Zeleznogorsk,RUS,Kursk,96900
3671,Zlatoust,RUS,Tšeljabinsk,196900
3756,Zukovski,RUS,Moskova,96500
3665,Šahty,RUS,Rostov-na-Donu,221800
3736,Štšolkovo,RUS,Moskova,104900
