ID,Name,CountryCode,District,Population
2655,Acámbaro,MEX,Guanajuato,110487
2528,"Acapulco de Juárez",MEX,Guerrero,721011
2656,Acuña,MEX,"Coahuila de Zaragoza",110388
2535,Aguascalientes,MEX,Aguascalientes,643360
2559,Ahome,MEX,Sinaloa,358663
2623,Allende,MEX,Guanajuato,134645
2654,"Almoloya de Juárez",MEX,México,110550
2634,Altamira,MEX,Tamaulipas,127490
2648,Apatzingán,MEX,"Michoacán de Ocampo",117849
2568,Apodaca,MEX,"Nuevo León",282941
2546,"Atizapán de Zaragoza",MEX,México,467262
2649,Atlixco,MEX,Puebla,117019
2553,"Benito Juárez",MEX,"Quintana Roo",419276
2622,"Boca del Río",MEX,Veracruz-Llave,135721
2560,Cajeme,MEX,Sonora,355679
2585,Campeche,MEX,Campeche,216735
2584,Cárdenas,MEX,Tabasco,216903
2603,Carmen,MEX,Campeche,171367
2556,Celaya,MEX,Guanajuato,382140
2541,"Centro (Villahermosa)",MEX,Tabasco,519873
2583,Chalco,MEX,México,222201
2531,Chihuahua,MEX,Chihuahua,670208
2665,"Chilapa de Alvarez",MEX,Guerrero,102716
2593,"Chilpancingo de los Bravo",MEX,Guerrero,192509
2544,Chimalhuacán,MEX,México,490245
2515,"Ciudad de México",MEX,"Distrito Federal",8591309
2596,"Ciudad Madero",MEX,Tamaulipas,182012
2614,"Ciudad Valles",MEX,"San Luis Potosí",146411
2577,"Coacalco de Berriozábal",MEX,México,252270
2573,Coatzacoalcos,MEX,Veracruz,267037
2630,Colima,MEX,Colima,129454
2607,Comalcalco,MEX,Tabasco,164640
2661,"Comitán de Domínguez",MEX,Chiapas,104986
2600,Córdoba,MEX,Veracruz,176952
2674,Cosoleacaque,MEX,Veracruz,97199
2637,Cuauhtémoc,MEX,Chihuahua,124279
2548,"Cuautitlán Izcalli",MEX,México,452976
2611,Cuautla,MEX,Morelos,153132
2561,Cuernavaca,MEX,Morelos,337966
2527,Culiacán,MEX,Sinaloa,744859
2662,Cunduacán,MEX,Tabasco,104164
2650,Delicias,MEX,Chihuahua,116132
2631,"Dolores Hidalgo",MEX,Guanajuato,128675
2543,Durango,MEX,Durango,490524
2517,"Ecatepec de Morelos",MEX,México,1620303
2686,"El Fuerte",MEX,Sinaloa,89556
2652,"El Mante",MEX,Tamaulipas,112453
2558,Ensenada,MEX,"Baja California",369573
2595,Fresnillo,MEX,Zacatecas,182744
2579,"General Escobedo",MEX,"Nuevo León",232961
2570,"Gómez Palacio",MEX,Durango,272806
2516,Guadalajara,MEX,Jalisco,1647720
2657,Guadalupe,MEX,Zacatecas,108881
2533,Guadalupe,MEX,"Nuevo León",668780
2619,Guanajuato,MEX,Guanajuato,141215
2569,Guasave,MEX,Sinaloa,277201
2629,Guaymas,MEX,Sonora,130108
2538,Hermosillo,MEX,Sonora,608697
2659,Hidalgo,MEX,"Michoacán de Ocampo",106198
